#	timestep	total	type0	type1	type2
1862 5.601776 27.981695 1.254120 0.612477
1863 5.604564 27.994718 1.254879 0.613150
1864 5.607177 28.007644 1.255525 0.613320
1865 5.609173 28.020817 1.255282 0.613095
1866 5.611115 28.030260 1.255823 0.613139
1867 5.612786 28.039429 1.256080 0.612968
1868 5.614842 28.051662 1.256128 0.612878
1869 5.616364 28.061522 1.255981 0.612736
1870 5.619755 28.073799 1.257703 0.613919
1871 5.621368 28.088372 1.256811 0.612593
1872 5.623548 28.098371 1.257339 0.613563
1873 5.626265 28.109675 1.258484 0.613979
1874 5.627739 28.120864 1.258074 0.613274
1875 5.629627 28.131390 1.258142 0.613802
1876 5.632204 28.143911 1.258798 0.614121
1877 5.634747 28.156984 1.259317 0.614229
1878 5.637531 28.169984 1.260153 0.614595
1879 5.638821 28.180585 1.259509 0.614305
1880 5.641636 28.193220 1.260510 0.614555
1881 5.643452 28.204065 1.260580 0.614328
1882 5.646074 28.214617 1.261543 0.615652
1883 5.647151 28.223669 1.260990 0.615275
1884 5.650224 28.234837 1.262658 0.615876
1885 5.651883 28.248689 1.261835 0.615272
1886 5.654332 28.259455 1.262682 0.615808
1887 5.657312 28.272371 1.263712 0.616656
1888 5.658392 28.283354 1.262911 0.615352
1889 5.659351 28.292543 1.262156 0.614942
1890 5.662955 28.303779 1.264260 0.616908
1891 5.663713 28.313352 1.263289 0.615770
1892 5.666454 28.323680 1.264638 0.616493
1893 5.668343 28.337486 1.264015 0.616512
1894 5.670210 28.348234 1.264222 0.616135
1895 5.672585 28.358072 1.265154 0.616820
1896 5.675091 28.370497 1.265725 0.617149
1897 5.677911 28.380877 1.267058 0.618356
1898 5.679843 28.394422 1.266755 0.617617
1899 5.681189 28.403744 1.266577 0.617080
1900 5.683771 28.416654 1.267092 0.617606
1901 5.685125 28.425428 1.266871 0.617837
1902 5.686491 28.434583 1.266898 0.616772
1903 5.689439 28.444840 1.268417 0.618126
1904 5.692153 28.459424 1.268737 0.618544
1905 5.694500 28.471185 1.269231 0.618890
1906 5.695499 28.483119 1.268040 0.617719
1907 5.698934 28.494796 1.269935 0.619070
1908 5.701065 28.506680 1.270108 0.619278
1909 5.703000 28.520249 1.269839 0.618391
1910 5.706390 28.534290 1.271138 0.619500
1911 5.707661 28.546793 1.270165 0.618515
1912 5.709876 28.562429 1.269627 0.618320
1913 5.712684 28.573958 1.270695 0.619367
1914 5.716122 28.590898 1.271554 0.619619
1915 5.717915 28.601573 1.271606 0.619493
1916 5.720177 28.614840 1.271729 0.619308
1917 5.723153 28.626289 1.273080 0.620307
1918 5.724894 28.636666 1.273139 0.620138
1919 5.726071 28.643190 1.273239 0.620279
1920 5.729108 28.656983 1.274189 0.620911
1921 5.731551 28.670006 1.274579 0.620986
1922 5.733246 28.683567 1.273920 0.620231
1923 5.736021 28.697476 1.274466 0.620787
1924 5.739329 28.710521 1.275976 0.621549
1925 5.740444 28.723219 1.274708 0.620615
1926 5.743590 28.733360 1.276553 0.621972
1927 5.744774 28.743818 1.275877 0.621320
1928 5.747256 28.757357 1.276117 0.621709
1929 5.749998 28.768285 1.277459 0.621868
1930 5.751905 28.780559 1.277187 0.622126
1931 5.754278 28.792904 1.277676 0.622064
1932 5.756326 28.804715 1.277770 0.622164
1933 5.759436 28.819831 1.278670 0.622106
1934 5.761357 28.831714 1.278440 0.622668
1935 5.763507 28.842010 1.279045 0.622853
1936 5.765515 28.856634 1.278550 0.622254
1937 5.769933 28.872691 1.280737 0.623960
1938 5.770479 28.881276 1.279653 0.622988
1939 5.773392 28.895316 1.280430 0.623318
1940 5.776835 28.908253 1.281943 0.624982
1941 5.777886 28.919866 1.280947 0.623662
1942 5.780065 28.929265 1.281735 0.624183
1943 5.783302 28.941099 1.283334 0.625375
1944 5.784033 28.952545 1.281786 0.624508
1945 5.786855 28.964155 1.283049 0.624777
1946 5.789361 28.975480 1.283826 0.625381
1947 5.790281 28.981946 1.283598 0.625348
1948 5.792865 28.995680 1.283984 0.625572
1949 5.796436 29.012723 1.285008 0.625862
1950 5.798371 29.024886 1.284882 0.625812
1951 5.800077 29.035507 1.284784 0.625815
1952 5.802718 29.044776 1.286173 0.626841
1953 5.804828 29.056149 1.286541 0.626652
1954 5.806506 29.066645 1.286477 0.626485
1955 5.807983 29.077729 1.286092 0.625800
1956 5.812456 29.091358 1.288778 0.628265
1957 5.814082 29.103213 1.288430 0.627561
1958 5.817126 29.118646 1.288953 0.628300
1959 5.818417 29.128741 1.288480 0.627844
1960 5.820356 29.139610 1.288717 0.627657
1961 5.823350 29.152323 1.289817 0.628511
1962 5.825167 29.165896 1.289332 0.627779
1963 5.827419 29.176545 1.289875 0.628467
1964 5.830047 29.187946 1.290912 0.628686
1965 5.831949 29.198271 1.290986 0.629478
1966 5.832936 29.208071 1.290305 0.628323
1967 5.836955 29.221318 1.292467 0.630543
1968 5.837383 29.230801 1.291213 0.628645
1969 5.839579 29.240549 1.291826 0.629622
1970 5.842811 29.254511 1.292982 0.630426
1971 5.844090 29.267740 1.291964 0.628941
1972 5.847120 29.281564 1.292858 0.629726
1973 5.849809 29.294053 1.293589 0.630446
1974 5.851319 29.306172 1.293096 0.629356
1975 5.853015 29.314196 1.293523 0.629806
1976 5.855195 29.324377 1.294061 0.630551
1977 5.857013 29.336342 1.293920 0.630057
1978 5.859481 29.347120 1.294817 0.630495
1979 5.861211 29.357524 1.294694 0.630968
1980 5.862362 29.368634 1.294012 0.629486
1981 5.866039 29.380621 1.295996 0.631630
1982 5.867431 29.391244 1.295634 0.630806
1983 5.869095 29.402867 1.295304 0.630490
1984 5.872112 29.413783 1.296798 0.631699
1985 5.873625 29.426114 1.296170 0.630954
1986 5.875386 29.436180 1.296370 0.630655
1987 5.879202 29.451280 1.297958 0.632100
1988 5.882013 29.462789 1.299037 0.633140
1989 5.881955 29.468739 1.297924 0.631299
1990 5.884789 29.480747 1.298854 0.632568
1991 5.886524 29.487730 1.299618 0.632943
1992 5.888153 29.497760 1.299638 0.632606
1993 5.890022 29.510112 1.299399 0.632421
1994 5.892250 29.521005 1.299971 0.632612
1995 5.895000 29.532893 1.300924 0.633412
1996 5.897851 29.546812 1.301645 0.633713
1997 5.899956 29.560962 1.301348 0.633384
1998 5.901190 29.570802 1.300833 0.633007
1999 5.902787 29.576948 1.301544 0.633600
2000 5.905421 29.591471 1.301884 0.633518
2001 5.906595 29.602765 1.301004 0.632789
2002 5.909527 29.614728 1.302233 0.633502
2003 5.913125 29.629877 1.303562 0.634624
2004 5.914456 29.642561 1.302601 0.633768
2005 5.916079 29.654218 1.302281 0.633133
2006 5.919826 29.666569 1.304474 0.634492
2007 5.921487 29.678912 1.303912 0.634365
2008 5.922465 29.687085 1.303537 0.633560
2009 5.925542 29.699718 1.304658 0.634902
2010 5.927052 29.712358 1.304039 0.633798
2011 5.929998 29.725197 1.305072 0.634506
2012 5.932357 29.736901 1.305489 0.635285
2013 5.934762 29.747886 1.306213 0.635834
2014 5.936060 29.756101 1.306195 0.635477
2015 5.938449 29.767988 1.306747 0.635719
2016 5.939941 29.778982 1.306342 0.635300
2017 5.942828 29.791282 1.307410 0.636045
2018 5.943972 29.804131 1.306251 0.634694
2019 5.947535 29.814805 1.308503 0.636395
2020 5.948379 29.824128 1.307632 0.635618
2021 5.950079 29.835293 1.307348 0.635790
2022 5.952474 29.845525 1.308082 0.636991
2023 5.953173 29.852893 1.307554 0.635928
2024 5.955965 29.865159 1.308480 0.636710
2025 5.958008 29.876180 1.308729 0.636951
2026 5.960384 29.889850 1.308860 0.637012
2027 5.962757 29.899923 1.309835 0.637275
2028 5.965055 29.911807 1.310211 0.637680
2029 5.965827 29.918521 1.309814 0.637184
2030 5.967454 29.928482 1.309829 0.636926
2031 5.970117 29.936069 1.311574 0.638335
2032 5.971721 29.947231 1.311256 0.638071
2033 5.974771 29.960072 1.312451 0.638748
2034 5.976548 29.970523 1.312420 0.639083
2035 5.977173 29.978469 1.311620 0.638092
2036 5.980177 29.989411 1.313054 0.639436
2037 5.981520 29.996430 1.313356 0.639270
2038 5.982205 30.006995 1.311964 0.638379
2039 5.984927 30.016536 1.313424 0.639332
2040 5.985894 30.024885 1.312829 0.639163
2041 5.986526 30.031531 1.312268 0.638555
2042 5.990097 30.041674 1.314631 0.640386
2043 5.989783 30.049059 1.312747 0.638649
2044 5.992950 30.057718 1.314888 0.640430
2045 5.994421 30.068241 1.314556 0.640062
2046 5.994579 30.074839 1.313401 0.639030
2047 5.997361 30.087157 1.314315 0.639753
2048 5.999928 30.096274 1.315638 0.640740
2049 6.000494 30.104794 1.314651 0.639564
2050 6.003725 30.118111 1.315925 0.640541
2051 6.006129 30.130357 1.316323 0.641126
2052 6.007470 30.138569 1.316358 0.640822
2053 6.009571 30.151813 1.316122 0.641127
2054 6.011117 30.161342 1.316209 0.640521
2055 6.013304 30.171584 1.316779 0.641126
2056 6.015284 30.181812 1.317154 0.641276
2057 6.016559 30.190275 1.316996 0.641092
2058 6.018553 30.198157 1.317875 0.641659
2059 6.019270 30.204869 1.317384 0.641215
2060 6.021614 30.219017 1.317343 0.641295
2061 6.023774 30.224461 1.318933 0.642455
2062 6.025019 30.238946 1.317466 0.641305
2063 6.027870 30.247846 1.319136 0.642827
2064 6.029315 30.260300 1.318466 0.641726
2065 6.032911 30.273729 1.320133 0.643206
2066 6.034277 30.286076 1.319276 0.642478
2067 6.036549 30.296117 1.320051 0.642969
2068 6.038880 30.305635 1.320996 0.643661
2069 6.039508 30.314881 1.319922 0.642479
2070 6.041076 30.324125 1.320014 0.642273
2071 6.044794 30.338076 1.321658 0.644059
2072 6.046111 30.352337 1.320378 0.642816
2073 6.047671 30.363053 1.320113 0.642520
2074 6.050749 30.371593 1.322170 0.644222
2075 6.050232 30.380331 1.319881 0.641536
2076 6.054054 30.393298 1.321870 0.643548
2077 6.056135 30.404216 1.322244 0.643615
2078 6.058495 30.419916 1.321912 0.643402
2079 6.061646 30.431963 1.323393 0.644339
2080 6.062016 30.439244 1.322415 0.643193
2081 6.064221 30.447120 1.323440 0.644449
2082 6.066078 30.457063 1.323735 0.644465
2083 6.068095 30.471116 1.323468 0.643582
2084 6.071542 30.484043 1.325023 0.645115
2085 6.071878 30.493711 1.323457 0.643730
2086 6.074126 30.501386 1.324764 0.644310
2087 6.076068 30.514008 1.324441 0.644639
2088 6.078668 30.525076 1.325422 0.645243
2089 6.080422 30.536904 1.325164 0.644970
2090 6.082567 30.548663 1.325378 0.645224
2091 6.085187 30.559855 1.326377 0.645762
2092 6.086828 30.572003 1.325933 0.645235
2093 6.089029 30.584713 1.326032 0.645336
2094 6.092208 30.594510 1.327937 0.646990
2095 6.093378 30.605193 1.327278 0.645961
2096 6.095722 30.619386 1.327377 0.645440
2097 6.098517 30.631960 1.328188 0.646387
2098 6.099943 30.641084 1.328072 0.646286
2099 6.101734 30.654347 1.327409 0.646421
2100 6.105420 30.668110 1.329222 0.647522
2101 6.106978 30.679456 1.328906 0.646787
2102 6.109839 30.693275 1.329575 0.647459
2103 6.110792 30.701707 1.329037 0.646897
2104 6.113691 30.715094 1.329904 0.647441
2105 6.115569 30.726627 1.329900 0.647188
2106 6.117495 30.737646 1.330085 0.646987
2107 6.120621 30.751940 1.331019 0.647707
2108 6.122853 30.764879 1.331164 0.647583
2109 6.125054 30.776542 1.331506 0.647760
2110 6.128232 30.791541 1.332407 0.648224
2111 6.131363 30.805854 1.333392 0.648752
2112 6.133078 30.819507 1.332626 0.648455
2113 6.135654 30.830449 1.333708 0.648641
2114 6.137545 30.840595 1.333812 0.649426
2115 6.139241 30.851964 1.333607 0.649054
2116 6.142599 30.867142 1.334651 0.649850
2117 6.143652 30.875312 1.334286 0.649459
2118 6.145139 30.889067 1.333392 0.648198
2119 6.149641 30.903575 1.335894 0.650693
2120 6.151283 30.915763 1.335451 0.650133
2121 6.152764 30.929661 1.334453 0.649111
2122 6.156305 30.944529 1.335731 0.650380
2123 6.158250 30.954543 1.336122 0.650469
2124 6.160932 30.969495 1.336358 0.650666
2125 6.162981 30.981689 1.336485 0.650257
2126 6.166318 30.997446 1.337320 0.651181
2127 6.168112 31.010541 1.336783 0.650998
2128 6.170685 31.022756 1.337592 0.650984
2129 6.173143 31.034968 1.338046 0.651707
2130 6.175759 31.047241 1.338824 0.652021
2131 6.176961 31.058481 1.338064 0.651028
2132 6.179690 31.070686 1.338928 0.651744
2133 6.181917 31.084309 1.338942 0.651423
2134 6.183146 31.094258 1.338331 0.651293
2135 6.186573 31.107934 1.339853 0.652090
2136 6.188812 31.121136 1.339953 0.651928
2137 6.191988 31.134861 1.340977 0.653160
2138 6.191837 31.141214 1.339516 0.651742
2139 6.194188 31.155428 1.339530 0.651579
2140 6.197364 31.166523 1.341148 0.653071
2141 6.200056 31.184472 1.340790 0.652704
2142 6.202140 31.194248 1.341409 0.652958
2143 6.203314 31.205437 1.340544 0.652268
2144 6.206391 31.220010 1.341402 0.652729
2145 6.207874 31.230518 1.341083 0.652392
2146 6.210189 31.244431 1.341081 0.652379
2147 6.212037 31.254853 1.341363 0.651917
2148 6.214845 31.268993 1.341792 0.652907
2149 6.216490 31.281315 1.341410 0.651986
2150 6.218898 31.295785 1.341383 0.652072
2151 6.221517 31.305731 1.342610 0.652935
2152 6.222505 31.316991 1.341533 0.651909
2153 6.227630 31.333240 1.344494 0.654563
2154 6.228349 31.347271 1.342501 0.652816
2155 6.229876 31.357868 1.342227 0.652479
2156 6.232808 31.370486 1.343247 0.653375
2157 6.235675 31.384739 1.343819 0.654032
2158 6.237175 31.396694 1.343378 0.652843
2159 6.240893 31.413885 1.344344 0.654094
2160 6.241775 31.421329 1.344025 0.653223
2161 6.243004 31.432169 1.343186 0.653116
2162 6.247188 31.448050 1.345166 0.654409
2163 6.248287 31.458121 1.344451 0.653796
2164 6.249861 31.472267 1.343587 0.652549
2165 6.252317 31.479617 1.344968 0.654414
2166 6.252287 31.487657 1.343301 0.652863
2167 6.256085 31.502323 1.344953 0.654374
2168 6.257304 31.510923 1.344775 0.653800
2169 6.259367 31.523651 1.344635 0.654010
2170 6.261589 31.534461 1.345302 0.653865
2171 6.263851 31.549490 1.344943 0.653846
2172 6.267000 31.562708 1.346158 0.654657
2173 6.267766 31.574160 1.344709 0.653601
2174 6.270893 31.585783 1.346244 0.654596
2175 6.273684 31.602920 1.346142 0.654619
2176 6.274993 31.612913 1.345708 0.654214
2177 6.277599 31.626658 1.346147 0.654346
2178 6.280682 31.641534 1.346842 0.655191
2179 6.282153 31.653268 1.346208 0.654820
2180 6.284261 31.662248 1.347149 0.654722
2181 6.286810 31.678201 1.347004 0.654640
2182 6.289506 31.690523 1.347846 0.655128
2183 6.290871 31.700071 1.347532 0.655026
2184 6.293427 31.712665 1.348058 0.655661
2185 6.295511 31.724703 1.348209 0.655529
2186 6.296922 31.737455 1.347375 0.654577
2187 6.300219 31.751260 1.348649 0.655457
2188 6.301964 31.760149 1.348980 0.655714
2189 6.304402 31.773565 1.349241 0.655880
2190 6.306564 31.788242 1.348843 0.655774
2191 6.308729 31.801094 1.348801 0.656074
2192 6.311591 31.815935 1.349383 0.656076
2193 6.313885 31.826930 1.349868 0.656906
2194 6.314918 31.836587 1.349279 0.655807
2195 6.317835 31.853270 1.349456 0.655916
2196 6.319592 31.864063 1.349371 0.656004
2197 6.322368 31.878268 1.349897 0.656350
2198 6.324100 31.893684 1.348921 0.655234
2199 6.326808 31.905588 1.349845 0.655878
2200 6.329730 31.919094 1.350602 0.656881
2201 6.331090 31.930900 1.349935 0.655899
2202 6.334216 31.945110 1.350888 0.656632
2203 6.336042 31.953308 1.351471 0.657058
2204 6.337630 31.966978 1.350661 0.656157
2205 6.340338 31.980597 1.351262 0.656383
2206 6.342715 31.994674 1.351229 0.656698
2207 6.344275 32.006762 1.350676 0.656187
2208 6.347590 32.023378 1.351381 0.656637
2209 6.349396 32.036477 1.350811 0.656659
2210 6.350875 32.050280 1.349885 0.655430
2211 6.357203 32.070231 1.353472 0.659099
2212 6.355800 32.078842 1.350101 0.655554
2213 6.358423 32.086370 1.351747 0.657179
2214 6.361825 32.102731 1.352692 0.657452
2215 6.362174 32.109946 1.351575 0.656800
2216 6.364633 32.123228 1.351954 0.656756
2217 6.367477 32.133746 1.353303 0.657904
2218 6.367734 32.142368 1.351859 0.656603
2219 6.370384 32.154394 1.352729 0.656992
2220 6.374147 32.169157 1.354384 0.658185
2221 6.374944 32.178550 1.353336 0.657769
2222 6.376272 32.186820 1.353398 0.657220
2223 6.379707 32.201976 1.354405 0.658647
2224 6.381177 32.212370 1.354124 0.658194
2225 6.383527 32.225003 1.354473 0.658264
2226 6.385510 32.235501 1.354854 0.658145
2227 6.387976 32.246940 1.355503 0.658902
2228 6.390424 32.261559 1.355496 0.658997
2229 6.391215 32.273068 1.354143 0.657652
2230 6.393749 32.281833 1.355340 0.659297
2231 6.395206 32.290616 1.355496 0.658635
2232 6.397591 32.304353 1.355660 0.658556
2233 6.399632 32.317394 1.355474 0.658504
2234 6.401817 32.330667 1.355458 0.658403
2235 6.403674 32.341377 1.355732 0.657736
2236 6.405580 32.354825 1.355147 0.658067
2237 6.407703 32.365103 1.355599 0.658719
2238 6.410498 32.380438 1.356037 0.658401
2239 6.412318 32.394409 1.355338 0.658148
2240 6.415406 32.406387 1.356698 0.659257
2241 6.416556 32.419019 1.355495 0.658336
2242 6.419172 32.434608 1.355462 0.658577
2243 6.422309 32.449094 1.356441 0.658999
2244 6.425261 32.466169 1.356490 0.659441
2245 6.428112 32.479796 1.357246 0.659890
2246 6.429017 32.492733 1.355646 0.658787
2247 6.431872 32.505186 1.356586 0.659701
2248 6.433491 32.514237 1.356896 0.659124
2249 6.436620 32.532515 1.356929 0.659491
2250 6.437816 32.542600 1.356395 0.658714
2251 6.438908 32.552353 1.355728 0.658181
2252 6.441490 32.563183 1.356693 0.658986
2253 6.443315 32.577447 1.356124 0.657950
2254 6.445747 32.589223 1.356673 0.658568
2255 6.448670 32.603604 1.357340 0.659058
2256 6.448588 32.614999 1.354905 0.656905
2257 6.452217 32.627353 1.356792 0.658781
2258 6.454317 32.641926 1.356483 0.658047
2259 6.457631 32.654176 1.358078 0.659296
2260 6.459262 32.666059 1.357652 0.658904
2261 6.462747 32.676876 1.359590 0.661246
2262 6.462277 32.685627 1.357313 0.658786
2263 6.465438 32.699909 1.358160 0.660077
2264 6.466641 32.710154 1.357698 0.658902
2265 6.469692 32.727007 1.357803 0.659931
2266 6.471587 32.735845 1.358498 0.659681
2267 6.473254 32.746097 1.358387 0.659877
2268 6.475300 32.758347 1.358475 0.659550
2269 6.476809 32.767353 1.358357 0.660071
2270 6.478057 32.777032 1.357973 0.659413
2271 6.480517 32.788970 1.358600 0.659732
2272 6.483688 32.801866 1.359778 0.661148
2273 6.483301 32.807347 1.358160 0.659815
2274 6.485768 32.819123 1.358830 0.660166
2275 6.488951 32.834866 1.359545 0.660659
2276 6.490751 32.848994 1.358685 0.660770
2277 6.491820 32.856717 1.358542 0.660040
2278 6.494000 32.867019 1.359008 0.660951
2279 6.495960 32.879503 1.358977 0.660348
2280 6.497959 32.890647 1.359240 0.660145
2281 6.500546 32.903422 1.359627 0.661343
2282 6.501621 32.911447 1.359451 0.660474
2283 6.504178 32.926150 1.359482 0.660993
2284 6.506426 32.935889 1.360251 0.661660
2285 6.507575 32.945243 1.359784 0.661069
2286 6.508947 32.957214 1.358985 0.660529
2287 6.512843 32.969994 1.361222 0.662178
2288 6.513849 32.979029 1.360523 0.661973
2289 6.515453 32.991479 1.360065 0.660982
2290 6.518077 33.004295 1.360545 0.661986
2291 6.520359 33.017407 1.360684 0.662008
2292 6.520945 33.025655 1.359673 0.661323
2293 6.524205 33.037433 1.361259 0.662760
2294 6.524741 33.043448 1.360623 0.662506
2295 6.526256 33.054183 1.360375 0.661855
2296 6.528423 33.061890 1.361359 0.663208
2297 6.528585 33.067795 1.360390 0.662156
2298 6.529214 33.070650 1.360599 0.662237
2299 6.530197 33.079669 1.359814 0.662260
2300 6.532324 33.085579 1.361336 0.663020
2301 6.532196 33.095098 1.359199 0.661281
2302 6.534051 33.100773 1.360298 0.662342
2303 6.534963 33.110905 1.359256 0.661848
2304 6.536543 33.119096 1.359570 0.661881
2305 6.537536 33.124378 1.359672 0.662152
2306 6.538857 33.133043 1.359548 0.661904
2307 6.540788 33.146672 1.359226 0.661152
2308 6.543290 33.156477 1.360245 0.662283
2309 6.544985 33.168795 1.359732 0.662187
2310 6.547107 33.180316 1.359995 0.662343
2311 6.548611 33.187162 1.360395 0.662921
2312 6.549495 33.197041 1.359559 0.661696
2313 6.550641 33.206445 1.359027 0.661293
2314 6.553034 33.218015 1.359553 0.661978
2315 6.553740 33.224867 1.359036 0.661427
2316 6.554844 33.233767 1.358676 0.660593
2317 6.557406 33.243874 1.359583 0.662229
2318 6.558198 33.253548 1.358709 0.660802
2319 6.561438 33.264726 1.360234 0.662969
2320 6.562361 33.273359 1.359722 0.661922
2321 6.564643 33.288978 1.359333 0.661551
2322 6.566436 33.297047 1.359997 0.661577
2323 6.567548 33.307504 1.359171 0.661097
2324 6.570450 33.320079 1.360172 0.661933
2325 6.570545 33.325686 1.359067 0.661315
2326 6.572116 33.335351 1.358959 0.661507
2327 6.575009 33.351244 1.359361 0.661364
2328 6.576527 33.361015 1.359264 0.661091
2329 6.577364 33.367359 1.359041 0.660657
2330 6.579427 33.377175 1.359502 0.661378
2331 6.580048 33.385149 1.358694 0.660360
2332 6.582651 33.394707 1.359897 0.661610
2333 6.583686 33.404668 1.359128 0.660935
2334 6.585721 33.413589 1.359911 0.661093
2335 6.588271 33.427469 1.360141 0.661592
2336 6.587916 33.433059 1.358554 0.660222
2337 6.589788 33.440755 1.359346 0.660586
2338 6.593020 33.453552 1.360724 0.661669
2339 6.594604 33.467163 1.359963 0.660611
2340 6.597791 33.479651 1.361245 0.662118
2341 6.599748 33.494832 1.360549 0.661458
2342 6.603420 33.506464 1.362634 0.663520
2343 6.602623 33.513204 1.360303 0.661322
2344 6.605272 33.525663 1.361142 0.661402
2345 6.607709 33.536967 1.361784 0.662152
2346 6.609274 33.551572 1.360720 0.661189
2347 6.610036 33.557206 1.360585 0.660668
2348 6.612147 33.563543 1.361739 0.662381
2349 6.612212 33.569741 1.360736 0.660588
2350 6.615007 33.582449 1.361437 0.661843
2351 6.616521 33.589617 1.361940 0.661748
2352 6.617000 33.597375 1.360766 0.661565
2353 6.618185 33.606148 1.360618 0.660489
2354 6.621546 33.620630 1.361599 0.662249
2355 6.621438 33.624842 1.360641 0.661225
2356 6.624523 33.637592 1.361861 0.662105
2357 6.626351 33.647871 1.362081 0.661910
2358 6.627557 33.658553 1.361335 0.661447
2359 6.629944 33.667795 1.362382 0.662344
2360 6.632166 33.677378 1.363172 0.662926
2361 6.633245 33.686277 1.362848 0.661801
2362 6.635272 33.696296 1.363211 0.662492
2363 6.637522 33.709039 1.363418 0.662421
2364 6.639302 33.719441 1.363429 0.662654
2365 6.639765 33.729716 1.362080 0.660553
2366 6.642922 33.738548 1.364061 0.662742
2367 6.643948 33.751031 1.362796 0.661470
2368 6.646103 33.763405 1.362889 0.661659
2369 6.648026 33.773757 1.363192 0.661633
2370 6.650800 33.785264 1.364216 0.662673
2371 6.651308 33.796035 1.362649 0.661220
2372 6.652532 33.801373 1.363008 0.661789
2373 6.653143 33.811013 1.361796 0.660663
2374 6.656632 33.825546 1.363161 0.661601
2375 6.658170 33.836259 1.362868 0.661288
2376 6.661132 33.852008 1.363275 0.661685
2377 6.661997 33.862147 1.362284 0.660700
2378 6.663544 33.872020 1.362268 0.660171
2379 6.664988 33.878348 1.362698 0.660790
2380 6.667591 33.894646 1.362487 0.660952
2381 6.669406 33.904765 1.362633 0.661142
2382 6.671020 33.914637 1.362787 0.660336
2383 6.673301 33.927310 1.362850 0.661095
2384 6.673802 33.931031 1.362960 0.659941
2385 6.677106 33.945514 1.364044 0.660943
2386 6.678133 33.955230 1.363314 0.660314
2387 6.680749 33.963941 1.364736 0.661608
2388 6.681658 33.975352 1.363573 0.660303
2389 6.684118 33.984876 1.364700 0.661037
2390 6.686125 33.993281 1.365379 0.661956
2391 6.684981 34.000230 1.362590 0.659293
2392 6.688819 34.012969 1.364685 0.661208
2393 6.690642 34.022591 1.365031 0.661134
2394 6.691751 34.030941 1.364725 0.660664
2395 6.694105 34.040865 1.365513 0.661713
2396 6.696034 34.051208 1.365831 0.661671
2397 6.698151 34.063605 1.365977 0.661393
2398 6.699043 34.071149 1.365548 0.660918
2399 6.699973 34.079669 1.364968 0.660298
2400 6.702191 34.088675 1.365832 0.661143
2401 6.702873 34.096202 1.365195 0.660257
2402 6.705683 34.107223 1.366379 0.661361
2403 6.705634 34.113012 1.365168 0.660121
2404 6.707859 34.122280 1.365955 0.661051
2405 6.708427 34.127998 1.365486 0.660618
2406 6.710829 34.138943 1.366271 0.660948
2407 6.712047 34.146998 1.366011 0.661238
2408 6.712155 34.151989 1.365241 0.659978
2409 6.714280 34.162014 1.365661 0.661020
2410 6.716480 34.169499 1.366988 0.661429
2411 6.717558 34.177536 1.366664 0.661154
2412 6.718873 34.184967 1.366710 0.661428
2413 6.721019 34.194623 1.367518 0.661419
2414 6.721304 34.200044 1.366735 0.660842
2415 6.723794 34.210625 1.367689 0.661383
2416 6.723930 34.219906 1.365954 0.659854
2417 6.727246 34.228549 1.368227 0.662021
2418 6.727619 34.236727 1.367104 0.660568
2419 6.728887 34.245320 1.366825 0.660705
2420 6.730719 34.249611 1.368154 0.662088
2421 6.730041 34.256917 1.365866 0.659862
2422 6.733328 34.265792 1.368044 0.662000
2423 6.733853 34.271950 1.367532 0.661038
2424 6.734047 34.281282 1.365861 0.659558
2425 6.736992 34.288693 1.367946 0.661475
2426 6.737149 34.298020 1.366260 0.659836
2427 6.740022 34.307918 1.367768 0.661139
2428 6.741716 34.321954 1.367021 0.660256
2429 6.743486 34.332576 1.366945 0.660563
2430 6.745930 34.344386 1.367481 0.661267
2431 6.745267 34.347717 1.366094 0.659510
2432 6.748661 34.358961 1.367966 0.661138
2433 6.749235 34.367809 1.366881 0.660077
2434 6.750782 34.374646 1.367376 0.660543
2435 6.753584 34.389778 1.367748 0.660733
2436 6.754453 34.396223 1.367453 0.660685
2437 6.756034 34.402623 1.368100 0.661179
2438 6.756329 34.409197 1.367181 0.660053
2439 6.758234 34.423800 1.366383 0.660070
2440 6.760697 34.434252 1.367427 0.660226
2441 6.762351 34.441341 1.367988 0.660811
2442 6.762713 34.443949 1.367868 0.660855
2443 6.763521 34.451231 1.367384 0.660357
2444 6.764825 34.458437 1.367556 0.660290
2445 6.766393 34.468429 1.367559 0.659694
2446 6.768251 34.474004 1.368559 0.661266
2447 6.770319 34.483752 1.369027 0.662053
2448 6.770845 34.494015 1.367680 0.660333
2449 6.772509 34.499977 1.368443 0.661307
2450 6.773748 34.506966 1.368469 0.661646
2451 6.774751 34.512188 1.368693 0.661546
2452 6.777214 34.524569 1.369183 0.661982
2453 6.777735 34.532022 1.368434 0.660653
2454 6.779196 34.542839 1.368003 0.660325
2455 6.781784 34.552299 1.369254 0.661389
2456 6.782935 34.559035 1.369334 0.661236
2457 6.785319 34.571774 1.369564 0.661884
2458 6.785770 34.579105 1.368723 0.660627
2459 6.786704 34.586653 1.368252 0.660565
2460 6.790538 34.601607 1.369844 0.662247
2461 6.790076 34.603908 1.368893 0.660978
2462 6.789950 34.607478 1.368015 0.660160
2463 6.792895 34.619482 1.369044 0.661712
2464 6.792772 34.626129 1.367640 0.659943
2465 6.793123 34.633327 1.366634 0.658872
2466 6.795466 34.640294 1.367979 0.660584
2467 6.796423 34.651062 1.367087 0.659128
2468 6.798162 34.657007 1.367931 0.660236
