#	r	total	0-0	0-1	0-2	1-1	1-2	2-2
24.144283 0.493303 0.494266 0.490749 0.496618 0.495982 0.489687 0.492221
24.179048 0.489948 0.489987 0.487519 0.492047 0.492704 0.486462 0.488915
24.213813 0.486243 0.487218 0.483702 0.489305 0.489090 0.482211 0.486168
24.248578 0.482830 0.484842 0.480181 0.486613 0.485317 0.479365 0.482375
24.283343 0.479011 0.481333 0.476081 0.481851 0.481713 0.475824 0.476736
24.318108 0.475590 0.477800 0.472602 0.477896 0.478372 0.472288 0.474577
24.352873 0.472075 0.474607 0.469205 0.476077 0.474500 0.469097 0.469502
24.387638 0.468267 0.470726 0.465343 0.471712 0.470751 0.465222 0.466916
24.422403 0.464963 0.467815 0.461807 0.468560 0.467129 0.462521 0.465046
24.457168 0.461307 0.464801 0.457925 0.465796 0.463553 0.458876 0.459400
24.491933 0.457996 0.461624 0.454750 0.461756 0.460283 0.455560 0.455718
24.526698 0.454241 0.457463 0.450983 0.458518 0.456428 0.451967 0.451717
24.561463 0.450814 0.454769 0.447886 0.455103 0.452683 0.448583 0.449627
24.596228 0.447214 0.450801 0.444512 0.451167 0.449049 0.445218 0.443956
24.630993 0.443624 0.447969 0.440761 0.447870 0.445434 0.441637 0.440628
24.665758 0.440150 0.443609 0.437433 0.444984 0.441519 0.438854 0.437222
24.700523 0.436648 0.439552 0.433780 0.441525 0.438119 0.435199 0.434985
24.735288 0.432932 0.435651 0.430273 0.438030 0.434397 0.431307 0.430851
24.770053 0.429553 0.432377 0.427247 0.435028 0.430776 0.428108 0.426221
24.804818 0.425900 0.428508 0.423799 0.430709 0.427213 0.424138 0.423568
24.839583 0.422461 0.425785 0.420135 0.427871 0.423509 0.421206 0.420190
24.874348 0.418995 0.421247 0.417143 0.423637 0.419879 0.417934 0.416609
24.909113 0.415568 0.417476 0.414280 0.419775 0.416169 0.414733 0.412630
24.943878 0.411949 0.414096 0.410522 0.416001 0.412409 0.411467 0.409632
24.978643 0.408601 0.410530 0.407636 0.412833 0.408947 0.407928 0.405785
25.013408 0.405194 0.406818 0.404517 0.408876 0.405200 0.405039 0.402763
25.048173 0.401680 0.402442 0.401156 0.404912 0.401768 0.401555 0.398253
25.082938 0.398358 0.398228 0.397840 0.401456 0.398258 0.398621 0.395945
25.117703 0.394741 0.395093 0.394706 0.397467 0.394507 0.395003 0.390876
25.152468 0.391512 0.390918 0.391332 0.393870 0.391017 0.392396 0.389662
25.187233 0.388117 0.388070 0.388214 0.390808 0.387373 0.389228 0.385009
25.221998 0.384885 0.384920 0.385366 0.386110 0.383974 0.386387 0.381127
25.256763 0.381660 0.381151 0.382207 0.383602 0.380477 0.383437 0.378619
25.291528 0.378188 0.377434 0.379483 0.378999 0.377051 0.379546 0.374267
25.326293 0.375037 0.372696 0.376188 0.375913 0.373849 0.376899 0.370527
25.361058 0.371603 0.370184 0.372696 0.372192 0.370285 0.373537 0.368718
25.395823 0.368390 0.365834 0.370042 0.368832 0.366948 0.370400 0.363825
25.430588 0.365127 0.363117 0.366827 0.364889 0.363549 0.367399 0.361066
25.465353 0.361858 0.359754 0.363547 0.361799 0.360194 0.364311 0.357574
25.500118 0.358712 0.356712 0.360596 0.357714 0.357015 0.361331 0.353837
25.534883 0.355693 0.353752 0.357587 0.354485 0.354013 0.358220 0.351560
25.569648 0.352425 0.349918 0.354252 0.350956 0.350748 0.355147 0.348318
25.604413 0.349312 0.347178 0.351407 0.348018 0.347430 0.352051 0.345470
25.639178 0.346289 0.343475 0.348288 0.344846 0.344405 0.349278 0.342216
25.673943 0.343040 0.340425 0.345160 0.341224 0.341207 0.345851 0.339141
25.708708 0.339875 0.337243 0.341710 0.338224 0.338152 0.342729 0.335853
25.743473 0.337052 0.333522 0.338993 0.335416 0.335145 0.340102 0.334444
25.778238 0.333818 0.330264 0.336173 0.331902 0.331886 0.336641 0.330684
25.813003 0.330685 0.326535 0.333180 0.329158 0.328541 0.333678 0.328299
25.847768 0.327656 0.324149 0.329832 0.325841 0.325705 0.330475 0.326044
25.882533 0.324619 0.321617 0.326821 0.322502 0.322625 0.327432 0.323643
25.917298 0.321673 0.317990 0.323723 0.319570 0.319716 0.324378 0.322819
25.952063 0.318701 0.314937 0.320751 0.316897 0.316799 0.321256 0.319654
25.986828 0.315600 0.311436 0.317634 0.313088 0.313940 0.317913 0.316564
26.021593 0.312624 0.309310 0.314392 0.310161 0.310859 0.315134 0.314862
26.056357 0.309613 0.306629 0.311804 0.306292 0.307860 0.311817 0.312141
26.091122 0.306676 0.303171 0.308496 0.304484 0.304920 0.309037 0.309212
26.125887 0.303595 0.300342 0.305558 0.300738 0.302110 0.305283 0.307109
26.160652 0.300637 0.297679 0.302386 0.297208 0.299358 0.302282 0.303757
26.195417 0.297591 0.294456 0.299313 0.293439 0.296331 0.299327 0.301536
26.230182 0.294677 0.292001 0.296431 0.291134 0.293530 0.295837 0.299487
26.264947 0.291775 0.289563 0.293390 0.288431 0.290695 0.292993 0.295276
26.299712 0.288786 0.285237 0.290232 0.285398 0.287866 0.289835 0.293876
26.334477 0.285778 0.283650 0.286960 0.281833 0.285097 0.286633 0.290402
26.369242 0.282835 0.281438 0.283901 0.278667 0.282338 0.283353 0.287860
26.404007 0.279847 0.278317 0.281084 0.276437 0.279385 0.279967 0.284751
26.438772 0.276892 0.275582 0.277661 0.272697 0.276709 0.277066 0.281984
26.473537 0.274100 0.273764 0.274824 0.270006 0.273937 0.274060 0.279767
26.508302 0.270858 0.270875 0.271590 0.266334 0.270817 0.270734 0.275683
26.543067 0.268072 0.267896 0.268424 0.263752 0.268312 0.267539 0.274474
26.577832 0.265005 0.264373 0.265337 0.260634 0.265427 0.264252 0.270973
26.612597 0.262055 0.262177 0.262297 0.258466 0.262561 0.261121 0.266553
26.647362 0.259093 0.259772 0.259148 0.254979 0.259873 0.257928 0.263055
26.682127 0.256030 0.257322 0.256059 0.252033 0.256872 0.254650 0.260068
26.716892 0.253022 0.253972 0.252984 0.249806 0.253961 0.251436 0.256457
26.751657 0.249968 0.251991 0.249850 0.247155 0.250891 0.248380 0.252438
26.786422 0.247063 0.248939 0.246695 0.244400 0.248154 0.245336 0.249808
26.821187 0.243953 0.246664 0.243201 0.241446 0.245108 0.242319 0.246845
26.855952 0.240979 0.243185 0.240507 0.239020 0.242130 0.239091 0.243154
26.890717 0.238102 0.241456 0.237415 0.236904 0.239169 0.236214 0.240679
26.925482 0.235122 0.238406 0.234086 0.234048 0.236415 0.233331 0.235933
26.960247 0.232254 0.234559 0.231272 0.231105 0.233506 0.230491 0.234176
26.995012 0.229277 0.232408 0.228200 0.228401 0.230474 0.227578 0.230950
27.029777 0.226369 0.229839 0.224896 0.225395 0.227787 0.224628 0.227891
27.064542 0.223409 0.227186 0.221999 0.223053 0.224640 0.221640 0.226086
27.099307 0.220494 0.224022 0.219085 0.219772 0.221818 0.218755 0.222408
27.134072 0.217669 0.221173 0.216175 0.217290 0.218798 0.216251 0.220159
27.168837 0.214874 0.219231 0.213206 0.215006 0.215817 0.213728 0.217676
27.203602 0.211946 0.216170 0.210233 0.211759 0.212931 0.210765 0.215484
27.238367 0.209133 0.212900 0.207481 0.209372 0.209963 0.208198 0.212320
27.273132 0.206301 0.210211 0.204529 0.206535 0.207307 0.205008 0.210335
27.307897 0.203519 0.207631 0.201767 0.203890 0.204283 0.202667 0.207298
27.342662 0.200696 0.204077 0.198983 0.200945 0.201534 0.199840 0.203947
27.377427 0.197882 0.201077 0.196082 0.198614 0.198688 0.196993 0.201845
27.412192 0.195117 0.198772 0.193259 0.195390 0.195960 0.194225 0.199450
27.446957 0.192351 0.195651 0.190600 0.192782 0.193180 0.191489 0.195837
27.481722 0.189641 0.192347 0.187886 0.189860 0.190471 0.188888 0.193293
27.516487 0.186900 0.189111 0.185223 0.187622 0.187673 0.186250 0.189477
27.551252 0.184012 0.187271 0.182635 0.184670 0.184726 0.183117 0.186198
27.586017 0.181319 0.183235 0.179988 0.182454 0.181889 0.180657 0.183976
27.620782 0.178633 0.180546 0.177433 0.179679 0.179192 0.177907 0.181083
27.655547 0.175966 0.177751 0.174667 0.177375 0.176564 0.175299 0.177532
27.690312 0.173339 0.175232 0.172343 0.174553 0.173545 0.173118 0.175458
27.725077 0.170648 0.171911 0.169841 0.172311 0.170990 0.170105 0.171403
27.759842 0.168000 0.169870 0.166880 0.170087 0.168369 0.167561 0.168534
27.794607 0.165465 0.167054 0.164686 0.167656 0.165721 0.164948 0.165779
27.829372 0.162868 0.163747 0.162235 0.164734 0.163081 0.162527 0.162658
27.864137 0.160392 0.161109 0.159954 0.162377 0.160536 0.160012 0.159955
27.898902 0.157844 0.158799 0.157691 0.160260 0.157823 0.157418 0.157020
27.933667 0.155316 0.156580 0.155092 0.157321 0.155302 0.155080 0.153958
27.968432 0.152773 0.153227 0.152657 0.154797 0.152788 0.152466 0.151398
28.003197 0.150465 0.150282 0.150466 0.152339 0.150444 0.150344 0.148207
28.037962 0.147945 0.148030 0.148148 0.149530 0.147856 0.147793 0.145706
28.072727 0.145499 0.145760 0.145668 0.147571 0.145334 0.145373 0.143405
28.107492 0.143114 0.143289 0.143426 0.144707 0.142966 0.143013 0.140422
28.142257 0.140733 0.140196 0.141172 0.142091 0.140536 0.140778 0.137850
28.177022 0.138359 0.139150 0.138782 0.139601 0.138131 0.138321 0.135647
28.211787 0.136188 0.136114 0.136711 0.137217 0.135975 0.136195 0.133371
28.246552 0.133680 0.133685 0.134295 0.134521 0.133428 0.133766 0.130441
28.281317 0.131396 0.131569 0.132168 0.131974 0.131182 0.131375 0.127500
28.316082 0.129037 0.128661 0.129850 0.129179 0.128762 0.129204 0.125685
28.350847 0.126707 0.126511 0.127495 0.127116 0.126375 0.126941 0.123203
28.385612 0.124540 0.124159 0.125182 0.124478 0.124304 0.124828 0.121369
28.420377 0.122302 0.122203 0.122941 0.122189 0.122021 0.122735 0.118549
28.455142 0.120037 0.119638 0.120603 0.119938 0.119808 0.120452 0.116452
28.489907 0.117886 0.117974 0.118611 0.117417 0.117602 0.118318 0.114036
28.524672 0.115658 0.115465 0.116457 0.115133 0.115308 0.116095 0.112616
28.559437 0.113405 0.113360 0.114006 0.112562 0.113237 0.113820 0.109702
28.594202 0.111302 0.111158 0.112078 0.110158 0.111049 0.111802 0.107595
28.628967 0.109145 0.109037 0.109752 0.107946 0.108948 0.109808 0.104628
28.663731 0.107027 0.107006 0.107824 0.106011 0.106646 0.107701 0.103399
28.698496 0.104828 0.104427 0.105653 0.103796 0.104477 0.105483 0.101062
28.733261 0.102787 0.102591 0.103491 0.101665 0.102429 0.103584 0.098964
28.768026 0.100694 0.100229 0.101359 0.099500 0.100375 0.101486 0.096993
28.802791 0.098803 0.098397 0.099484 0.097489 0.098502 0.099526 0.095435
28.837556 0.096826 0.095852 0.097590 0.095594 0.096523 0.097492 0.093688
28.872321 0.095101 0.094519 0.095673 0.093843 0.094778 0.095957 0.091935
28.907086 0.093267 0.092550 0.093870 0.092315 0.093044 0.093813 0.090271
28.941851 0.091611 0.091081 0.092233 0.090642 0.091328 0.092214 0.088796
28.976616 0.089981 0.089163 0.090309 0.089215 0.089800 0.090617 0.087515
29.011381 0.088325 0.087361 0.088881 0.087414 0.088087 0.088869 0.086116
29.046146 0.086704 0.086164 0.087217 0.086111 0.086440 0.087185 0.084711
29.080911 0.085169 0.084523 0.085602 0.084834 0.084910 0.085582 0.083857
29.115676 0.083585 0.082987 0.084057 0.083287 0.083313 0.083950 0.082417
29.150441 0.082059 0.081297 0.082404 0.081939 0.081844 0.082358 0.081344
29.185206 0.080605 0.079713 0.080992 0.080285 0.080393 0.080951 0.079663
29.219971 0.079165 0.078369 0.079466 0.079112 0.079023 0.079329 0.078622
29.254736 0.077759 0.077220 0.077994 0.077871 0.077693 0.077782 0.077076
29.289501 0.076351 0.075427 0.076518 0.076836 0.076246 0.076472 0.075666
29.324266 0.075010 0.074095 0.075135 0.075583 0.074935 0.075106 0.074227
29.359031 0.073591 0.072859 0.073730 0.073984 0.073509 0.073677 0.073051
29.393796 0.072226 0.071404 0.072364 0.072532 0.072280 0.072067 0.071748
29.428561 0.070936 0.069911 0.071056 0.071338 0.070877 0.071026 0.070410
29.463326 0.069683 0.068794 0.069650 0.070336 0.069749 0.069614 0.069047
29.498091 0.068411 0.067380 0.068316 0.069123 0.068446 0.068487 0.067610
29.532856 0.067197 0.066093 0.067301 0.068229 0.067213 0.067031 0.066467
29.567621 0.065953 0.065362 0.065850 0.066633 0.066076 0.065797 0.065274
29.602386 0.064724 0.063532 0.064590 0.065963 0.064808 0.064618 0.063998
29.637151 0.063562 0.062662 0.063471 0.064569 0.063676 0.063378 0.062839
29.671916 0.062305 0.061556 0.062073 0.063297 0.062483 0.062087 0.061826
29.706681 0.061154 0.060071 0.060892 0.062378 0.061310 0.061007 0.060584
29.741446 0.060006 0.058978 0.059760 0.061198 0.060212 0.059758 0.059308
29.776211 0.058780 0.057437 0.058579 0.059965 0.059002 0.058471 0.058261
29.810976 0.057759 0.056658 0.057467 0.059020 0.057994 0.057509 0.056904
29.845741 0.056616 0.056003 0.056353 0.057532 0.056822 0.056410 0.055848
29.880506 0.055525 0.054697 0.055193 0.056548 0.055807 0.055213 0.054948
29.915271 0.054459 0.054407 0.054138 0.055563 0.054716 0.054086 0.053766
29.950036 0.053336 0.052873 0.053009 0.054685 0.053556 0.053003 0.052852
29.984801 0.052262 0.052018 0.051924 0.053601 0.052507 0.051870 0.051741
30.019566 0.051273 0.050775 0.050989 0.052485 0.051501 0.050942 0.050638
30.054331 0.050286 0.050072 0.049921 0.051494 0.050515 0.049941 0.050099
30.089096 0.049235 0.049123 0.048896 0.050270 0.049462 0.048863 0.049344
30.123861 0.048226 0.048112 0.047937 0.049343 0.048406 0.047906 0.048109
30.158626 0.047274 0.047093 0.046987 0.048314 0.047482 0.046905 0.047276
30.193391 0.046357 0.046530 0.046110 0.047377 0.046521 0.045978 0.046513
30.228156 0.045387 0.045803 0.044974 0.046260 0.045543 0.045159 0.045833
30.262921 0.044497 0.044916 0.044225 0.045197 0.044687 0.044154 0.044567
30.297686 0.043575 0.043966 0.043248 0.044493 0.043721 0.043312 0.043746
30.332451 0.042718 0.042791 0.042421 0.043223 0.042884 0.042473 0.043336
30.367216 0.041818 0.042224 0.041498 0.042395 0.041942 0.041619 0.042448
30.401981 0.041010 0.041326 0.040788 0.041461 0.041133 0.040766 0.041561
30.436746 0.040134 0.040704 0.039836 0.040620 0.040316 0.039818 0.040597
30.471511 0.039274 0.039595 0.039092 0.039488 0.039385 0.039075 0.039802
30.506276 0.038469 0.038623 0.038263 0.038692 0.038586 0.038305 0.038941
30.541041 0.037677 0.038048 0.037474 0.037735 0.037808 0.037488 0.038221
30.575806 0.036909 0.037263 0.036853 0.036952 0.037005 0.036682 0.037227
30.610571 0.036188 0.036655 0.036026 0.036277 0.036282 0.036014 0.036732
30.645336 0.035373 0.035785 0.035218 0.035173 0.035533 0.035153 0.035814
30.680101 0.034648 0.034850 0.034550 0.034494 0.034734 0.034534 0.035071
30.714866 0.033942 0.034362 0.033827 0.033753 0.033990 0.033885 0.034521
30.749631 0.033211 0.033348 0.033093 0.033072 0.033311 0.033080 0.033737
30.784396 0.032523 0.032693 0.032461 0.032189 0.032610 0.032414 0.033008
30.819161 0.031801 0.031990 0.031786 0.031515 0.031871 0.031704 0.031972
30.853926 0.031132 0.031151 0.031187 0.030672 0.031162 0.031109 0.031303
30.888691 0.030442 0.030410 0.030418 0.029855 0.030555 0.030363 0.030650
30.923456 0.029828 0.029877 0.029871 0.029191 0.029879 0.029806 0.030075
30.958221 0.029174 0.029387 0.029258 0.028579 0.029201 0.029137 0.029330
30.992986 0.028549 0.028693 0.028582 0.027898 0.028575 0.028557 0.028951
31.027751 0.027899 0.027759 0.027978 0.027113 0.027885 0.028036 0.028081
31.062516 0.027302 0.027207 0.027402 0.026620 0.027269 0.027452 0.027306
31.097281 0.026691 0.026692 0.026827 0.025897 0.026609 0.026919 0.026672
31.132046 0.026124 0.026082 0.026288 0.025321 0.026021 0.026365 0.026202
31.166811 0.025501 0.025625 0.025652 0.024694 0.025365 0.025824 0.025373
31.201576 0.024921 0.024983 0.025058 0.024152 0.024780 0.025286 0.024622
31.236340 0.024359 0.024280 0.024489 0.023736 0.024208 0.024728 0.024110
31.271105 0.023798 0.023875 0.023975 0.022942 0.023626 0.024216 0.023429
31.305870 0.023252 0.023099 0.023325 0.022595 0.023060 0.023778 0.022995
31.340635 0.022721 0.022665 0.022877 0.022093 0.022502 0.023228 0.022240
31.375400 0.022148 0.022080 0.022412 0.021497 0.021856 0.022708 0.021600
31.410165 0.021667 0.021665 0.021801 0.021000 0.021431 0.022216 0.021303
31.444930 0.021095 0.021298 0.021306 0.020399 0.020800 0.021663 0.020797
31.479695 0.020548 0.020642 0.020749 0.020016 0.020261 0.021068 0.020357
31.514460 0.020084 0.020160 0.020324 0.019518 0.019790 0.020586 0.019891
31.549225 0.019563 0.019648 0.019753 0.018966 0.019253 0.020108 0.019732
31.583990 0.019040 0.019013 0.019272 0.018514 0.018727 0.019529 0.019366
31.618755 0.018572 0.018651 0.018779 0.018042 0.018266 0.019038 0.019068
31.653520 0.018049 0.018162 0.018214 0.017623 0.017742 0.018526 0.018580
31.688285 0.017601 0.017794 0.017804 0.017217 0.017281 0.018017 0.018337
31.723050 0.017132 0.017227 0.017365 0.016752 0.016820 0.017519 0.017810
31.757815 0.016661 0.016706 0.016866 0.016347 0.016377 0.016983 0.017573
31.792580 0.016206 0.016409 0.016380 0.015819 0.015953 0.016488 0.017198
31.827345 0.015785 0.015968 0.015958 0.015509 0.015565 0.015964 0.016858
31.862110 0.015345 0.015549 0.015492 0.014973 0.015113 0.015562 0.016700
31.896875 0.014889 0.015098 0.015085 0.014548 0.014681 0.015003 0.016205
31.931640 0.014498 0.014517 0.014653 0.014204 0.014319 0.014574 0.016079
31.966405 0.014060 0.014388 0.014132 0.013866 0.013902 0.014122 0.015573
32.001170 0.013655 0.013740 0.013666 0.013555 0.013523 0.013722 0.015255
32.035935 0.013269 0.013604 0.013332 0.013130 0.013136 0.013288 0.014693
32.070700 0.012861 0.012914 0.012914 0.012615 0.012754 0.012883 0.014429
32.105465 0.012517 0.012653 0.012526 0.012393 0.012454 0.012467 0.013965
32.140230 0.012124 0.012234 0.012129 0.012085 0.012057 0.012082 0.013473
32.174995 0.011738 0.011930 0.011769 0.011643 0.011695 0.011620 0.013146
32.209760 0.011411 0.011519 0.011361 0.011276 0.011403 0.011362 0.012498
32.244525 0.011036 0.011031 0.010971 0.010968 0.011060 0.010942 0.012067
32.279290 0.010710 0.010876 0.010607 0.010734 0.010753 0.010590 0.011590
32.314055 0.010385 0.010548 0.010303 0.010355 0.010412 0.010302 0.011157
32.348820 0.010017 0.010186 0.009927 0.010029 0.010052 0.009942 0.010584
32.383585 0.009716 0.009839 0.009599 0.009766 0.009786 0.009616 0.010099
32.418350 0.009395 0.009515 0.009295 0.009501 0.009457 0.009305 0.009566
32.453115 0.009101 0.009183 0.009002 0.009186 0.009184 0.008978 0.009297
32.487880 0.008790 0.008914 0.008666 0.008847 0.008873 0.008699 0.008921
32.522645 0.008509 0.008653 0.008365 0.008633 0.008609 0.008403 0.008515
32.557410 0.008231 0.008304 0.008107 0.008458 0.008321 0.008119 0.008156
32.592175 0.007934 0.008100 0.007814 0.008069 0.008024 0.007838 0.007802
32.626940 0.007660 0.007718 0.007535 0.007912 0.007749 0.007556 0.007514
32.661705 0.007391 0.007315 0.007276 0.007548 0.007485 0.007318 0.007162
32.696470 0.007125 0.007135 0.007023 0.007357 0.007218 0.007020 0.006817
32.731235 0.006859 0.006903 0.006785 0.007084 0.006936 0.006764 0.006492
32.766000 0.006613 0.006670 0.006505 0.006805 0.006710 0.006501 0.006377
32.800765 0.006366 0.006340 0.006288 0.006691 0.006440 0.006265 0.006002
32.835530 0.006114 0.006063 0.006026 0.006355 0.006195 0.006015 0.005854
32.870295 0.005881 0.005818 0.005808 0.006157 0.005961 0.005768 0.005595
32.905060 0.005650 0.005618 0.005596 0.005932 0.005709 0.005554 0.005362
32.939825 0.005444 0.005460 0.005395 0.005647 0.005504 0.005362 0.005087
32.974590 0.005206 0.005065 0.005128 0.005407 0.005286 0.005126 0.004930
33.009355 0.004989 0.004914 0.004944 0.005214 0.005056 0.004889 0.004697
33.044120 0.004784 0.004706 0.004736 0.005018 0.004838 0.004701 0.004573
33.078885 0.004586 0.004473 0.004538 0.004794 0.004657 0.004468 0.004483
33.113650 0.004374 0.004211 0.004352 0.004645 0.004423 0.004280 0.004135
33.148415 0.004190 0.004154 0.004128 0.004411 0.004246 0.004099 0.004099
33.183180 0.003975 0.003847 0.003938 0.004172 0.004031 0.003883 0.003859
33.217945 0.003799 0.003705 0.003772 0.004022 0.003842 0.003719 0.003619
33.252710 0.003626 0.003434 0.003594 0.003830 0.003679 0.003540 0.003512
33.287475 0.003431 0.003163 0.003397 0.003625 0.003476 0.003380 0.003262
33.322240 0.003271 0.003026 0.003248 0.003450 0.003308 0.003218 0.003156
33.357005 0.003089 0.002954 0.003069 0.003241 0.003125 0.003036 0.002926
33.391770 0.002934 0.002726 0.002908 0.003098 0.002982 0.002872 0.002763
33.426535 0.002771 0.002603 0.002744 0.002942 0.002813 0.002711 0.002613
33.461300 0.002619 0.002459 0.002588 0.002756 0.002666 0.002564 0.002438
33.496065 0.002477 0.002286 0.002448 0.002610 0.002532 0.002411 0.002302
33.530830 0.002319 0.002115 0.002301 0.002448 0.002362 0.002258 0.002210
33.565595 0.002193 0.002003 0.002182 0.002307 0.002229 0.002143 0.002052
33.600360 0.002057 0.001940 0.002037 0.002166 0.002101 0.002006 0.001822
33.635125 0.001919 0.001760 0.001910 0.002025 0.001958 0.001871 0.001675
33.669890 0.001804 0.001628 0.001808 0.001891 0.001841 0.001750 0.001621
33.704655 0.001677 0.001548 0.001680 0.001749 0.001711 0.001633 0.001452
33.739420 0.001565 0.001443 0.001580 0.001637 0.001587 0.001522 0.001410
33.774185 0.001451 0.001302 0.001446 0.001546 0.001484 0.001413 0.001242
33.808950 0.001350 0.001250 0.001366 0.001387 0.001372 0.001314 0.001193
33.843714 0.001260 0.001127 0.001270 0.001309 0.001277 0.001237 0.001137
33.878479 0.001163 0.001066 0.001187 0.001200 0.001173 0.001138 0.001035
33.913244 0.001068 0.000933 0.001088 0.001118 0.001070 0.001058 0.000986
33.948009 0.000982 0.000878 0.001007 0.000998 0.000988 0.000966 0.000887
33.982774 0.000898 0.000785 0.000916 0.000942 0.000899 0.000885 0.000857
34.017539 0.000827 0.000726 0.000846 0.000831 0.000827 0.000823 0.000797
34.052304 0.000746 0.000676 0.000771 0.000743 0.000739 0.000745 0.000735
34.087069 0.000682 0.000589 0.000685 0.000699 0.000679 0.000694 0.000685
34.121834 0.000612 0.000536 0.000631 0.000603 0.000603 0.000621 0.000616
34.156599 0.000551 0.000478 0.000567 0.000541 0.000543 0.000557 0.000578
34.191364 0.000487 0.000418 0.000497 0.000484 0.000478 0.000501 0.000512
34.226129 0.000431 0.000338 0.000449 0.000426 0.000419 0.000447 0.000462
34.260894 0.000379 0.000293 0.000388 0.000372 0.000368 0.000395 0.000439
34.295659 0.000330 0.000267 0.000346 0.000311 0.000317 0.000347 0.000375
34.330424 0.000285 0.000222 0.000298 0.000260 0.000274 0.000299 0.000372
34.365189 0.000242 0.000173 0.000255 0.000209 0.000232 0.000254 0.000328
34.399954 0.000201 0.000157 0.000205 0.000182 0.000193 0.000215 0.000275
34.434719 0.000165 0.000143 0.000175 0.000144 0.000157 0.000169 0.000235
34.469484 0.000133 0.000101 0.000139 0.000114 0.000126 0.000139 0.000214
34.504249 0.000104 0.000082 0.000105 0.000097 0.000100 0.000109 0.000176
34.539014 0.000077 0.000067 0.000082 0.000070 0.000073 0.000076 0.000126
34.573779 0.000055 0.000040 0.000062 0.000045 0.000051 0.000056 0.000100
34.608544 0.000038 0.000029 0.000042 0.000035 0.000035 0.000038 0.000055
34.643309 0.000022 0.000022 0.000023 0.000021 0.000020 0.000022 0.000039
34.678074 0.000012 0.000008 0.000013 0.000009 0.000011 0.000013 0.000013
34.712839 0.000004 0.000003 0.000004 0.000004 0.000004 0.000004 0.000010
34.747604 0.000001 0.000000 0.000000 0.000001 0.000000 0.000001 0.000002
